"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1968-09",,"1059","5","4","0","0","0","0","0","0","53","0","0.0","0.80","87","4","1.97","77.4","0.0","70.6","79.4","61.8","17322",,,,,"315",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1968-10",,"1108","7","4","0","0","0","0","0","0","36","0","0.0","0.90","85","192","2.20","63.9","0.0","60.5","67.9","53.1","13248",,,,,"315",,,,,,"23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1968-11",,"1109","15","7","0","0","0","1","0","0","32","0","0.0","1.38","77","736","5.76","33.4","0.0","46.9","52.6","41.2","5952",,,,,"45",,,,,,"51.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1968-12",,"1109","10","9","5","2","0","22","6","0","9","5","5.2","1.78","60","1690","4.15","60.6","7.0","34.2","40.6","27.9","10548",,,,,"315",,,,,,"38.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-01",,"0","8","4","1","1","0","22","8","0","11","1","1.0","0.43","48","2719","1.10","66.3","1.0","31.8","37.3","26.3","11862",,,,,"270",,,,,,"31.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-02",,"0","8","5","20","3","0","21","3","0","17","15","14.0","1.64","44","3626","3.05","49.0","16.6","32.6","37.3","27.9","8688",,,,,"315",,,,,,"38.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-03",,"0","8","7","7","3","0","15","1","0","19","3","2.8","1.63","70","4400","3.73","59.6","5.6","40.0","47.3","32.8","13266",,,,,"360",,,,,,"32.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-04",,"19","12","6","0","0","0","1","0","0","29","0","0.0","1.80","86","4691","3.99","58.3","0.0","55.9","65.0","46.8","13962",,,,,"225",,,,,,"28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-05",,"103","5","3","0","0","0","0","0","2","47","0","0.0","1.33","97","4770","2.67","75.6","0.0","65.2","75.3","55.1","20364",,,,,"45",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-06",,"346","10","7","0","0","0","0","0","3","55","0","0.0","0.93","96","4770","3.16","65.4","0.0","73.1","81.3","64.8","17748",,,,,"135",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-07",,"648","16","14","0","0","0","0","0","5","60","0","0.0","1.16","96","0","7.37","39.8","0.0","74.7","82.1","67.4","11022",,,,,"315",,,,,,"34.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-08",,"1032","10","6","0","0","0","0","0","5","58","0","0.0","0.63","94","0","2.52","68.0","0.0","77.4","86.2","68.6","17268",,,,,"45",,,,,,"33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-09",,"1180","8","8","0","0","0","0","0","1","51","0","0.0","3.32","93","31","8.32","66.5","0.0","68.9","77.2","60.7","14802",,,,,"45",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-10",,"1199","7","5","0","0","0","2","0","0","31","0","0.0","0.80","80","278","1.97","64.4","0.0","57.6","66.0","49.3","13320",,,,,"315",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-11",,"1199","12","9","0","0","0","5","0","0","26","0","0.0","1.21","67","838","3.57","39.4","0.0","46.3","52.2","40.5","6936",,,,,"45",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1969-12",,"1199","16","10","6","2","0","24","5","0","14","6","4.2","1.54","60","1819","7.08","40.7","6.8","33.3","38.4","28.3","7068",,,,,"45",,,,,,"42.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-01",,"0","9","3","28","4","0","30","17","0","3","4","2.6","0.16","51","3055","0.67","51.3","8.4","25.1","31.5","18.7","9198",,,,,"315",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-02",,"0","7","6","9","3","0","21","5","0","9","3","2.3","2.63","57","3952","4.52","50.5","6.4","33.0","40.7","25.3","9150",,,,,"135",,,,,,"34.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-03",,"0","12","9","1","1","0","14","0","0","20","3","4.0","1.07","56","4768","4.19","46.1","4.0","38.7","45.3","32.0","10248",,,,,"45",,,,,,"32.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-04",,"7","7","4","0","0","0","1","0","0","31","0","0.0","1.93","82","5163","3.48","54.8","0.0","52.1","60.8","43.4","13056",,,,,"45",,,,,,"34.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-05",,"90","15","8","0","0","0","0","0","2","38","0","0.0","0.93","93","5276","3.34","51.1","0.0","64.0","73.4","54.6","13710",,,,,"315",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-06",,"273","11","7","0","0","0","0","0","1","57","0","0.0","0.65","91","5283","2.27","47.9","0.0","70.8","78.7","62.9","12966",,,,,"315",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-07",,"648","8","5","0","0","0","0","0","4","65","0","0.0","1.06","94","0","2.19","50.3","0.0","77.1","84.7","69.5","13794",,,,,"225",,,,,,"23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-08",,"1039","10","2","0","0","0","0","0","8","62","0","0.0","1.95","94","0","2.47","68.1","0.0","77.6","86.3","69.0","17376",,,,,"315",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-09",,"1241","6","4","0","0","0","0","0","7","47","0","0.0","0.81","94","27","1.74","69.4","0.0","70.8","79.0","62.6","15564",,,,,"270",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-10",,"1269","6","5","0","0","0","0","0","0","36","0","0.0","1.10","80","244","2.48","54.7","0.0","58.9","66.0","51.8","11430",,,,,"315",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-11",,"1269","12","10","0","0","0","4","0","0","21","0","0.0","1.66","67","740","5.14","36.3","0.0","48.5","54.2","42.8","6528",,,,,"315",,,,,,"28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1970-12",,"1269","12","7","1","1","0","21","7","0","17","1","1.8","0.74","66","1689","2.82","46.3","2.4","34.4","39.4","29.4","8046",,,,,"45",,,,,,"36.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-01",,"0","9","6","7","3","0","29","13","0","4","6","6.4","0.99","46","2869","2.67","57.2","11.4","26.9","33.1","20.8","10242",,,,,"270",,,,,,"34.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-02",,"0","11","8","0","0","0","12","5","0","6","0","0.0","1.11","66","3706","5.33","46.2","0.0","35.1","40.4","29.8","8244",,,,,"45",,,,,,"38.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-03",,"0","8","6","1","1","0","12","0","0","26","1","1.3","1.05","69","4478","3.80","53.6","1.3","40.1","46.8","33.4","11994",,,,,"270",,,,,,"34.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-04",,"0","9","5","0","0","0","0","0","0","33","0","0.4","1.44","76","4906","2.96","68.0","0.4","50.8","59.9","41.6","16266",,,,,"45",,,,,,"34.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-05",,"29","10","6","0","0","0","0","0","0","45","0","0.0","1.66","85","5048","4.24","48.6","0.0","61.3","70.0","52.7","13128",,,,,"270",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-06",,"313","7","5","0","0","0","0","0","5","55","0","0.0","0.97","93","5057","2.31","62.4","0.0","74.2","82.9","65.5","16896",,,,,"225",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-07",,"710","9","8","0","0","0","0","0","6","64","0","0.0","3.00","96","0","7.20","61.5","0.0","77.8","85.8","69.8","16938",,,,,"270",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-08",,"1048","7","6","0","0","0","0","0","5","55","0","0.0","4.16","92","0","9.37","69.6","0.0","75.9","84.2","67.6","17808",,,,,"135",,,,,,"32.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-09",,"1261","11","5","0","0","0","0","0","2","49","0","0.0","3.76","91","16","7.36","39.7","0.0","71.5","77.3","65.8","8982",,,,,"135",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-10",,"1298","7","4","0","0","0","0","0","0","45","0","0.0","2.16","78","126","4.15","44.7","0.0","62.7","69.1","56.2","9306",,,,,"45",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-11",,"1305","11","9","0","0","0","5","0","0","26","0","0.0","1.55","75","729","5.64","44.5","0.0","45.1","50.8","39.4","7734",,,,,"360",,,,,,"51.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1971-12",,"1305","11","3","0","0","0","12","0","0","20","0","0.0","0.60","63","1480","1.76","42.0","0.0","40.7","47.1","34.4","7326",,,,,"315",,,,,,"32.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-01",,"0","13","7","2","2","0","18","8","0","5","2","1.8","0.64","62","2409","2.42","49.9","2.8","35.0","42.1","28.0","8982",,,,,"225",,,,,,"38.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-02",,"0","12","7","13","4","0","23","7","0","9","5","5.7","1.64","62","3382","5.91","46.5","17.8","31.4","38.9","23.9","8634",,,,,"45",,,,,,"40.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-03",,"0","13","9","1","2","0","16","2","0","17","1","1.3","1.20","73","4165","4.55","51.0","2.3","39.7","47.7","31.8","11316",,,,,"45",,,,,,"33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-04",,"4","10","8","0","0","0","4","0","0","26","0","0.0","0.97","86","4616","3.92","52.4","0.0","50.1","59.0","41.3","12570",,,,,"315",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-05",,"49","15","10","0","0","0","0","0","0","45","0","0.0","2.03","86","4714","8.39","46.7","0.0","63.2","72.4","54.1","12744",,,,,"45",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-06",,"162","18","14","0","0","0","0","0","0","46","0","0.0","1.37","86","4743","9.30","28.9","0.0","67.8","75.0","60.7","7824",,,,,"45",,,,,,"36.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-07",,"540","8","7","0","0","0","0","0","11","56","0","0.0","3.16","94","2","4.54","63.0","0.0","77.1","85.1","69.2","17298",,,,,"270",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-08",,"869","6","2","0","0","0","0","0","3","57","0","0.0","0.95","94","2","1.92","64.5","0.0","75.6","84.3","66.8","16512",,,,,"45",,,,,,"19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-09",,"1031","8","5","0","0","0","0","0","1","50","0","0.0","0.27","92","29","1.33","42.6","0.0","69.5","77.9","61.1","9648",,,,,"45",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-10",,"1033","9","6","0","0","0","1","0","0","32","0","0.0","4.09","74","388","6.27","53.6","0.0","53.5","61.1","45.8","11160",,,,,"315",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-11",,"1033","14","10","0","0","0","7","1","0","21","0","0.0","5.60","68","1008","12.41","35.4","0.0","44.3","50.2","38.5","6270",,,,,"45",,,,,,"50.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1972-12",,"1033","19","12","0","0","0","9","1","0","19","0","0.0","1.19","61","1829","6.09","24.2","0.0","38.5","43.5","33.5","4218",,,,,"315",,,,,,"34.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-01",,"0","9","6","2","1","0","17","7","0","10","2","1.8","1.49","66","2744","4.53","59.7","1.8","35.5","42.2","28.8","10674",,,,,"315",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-02",,"0","8","6","1","0","0","21","5","0","7","1","0.8","2.98","58","3654","4.55","45.1","0.8","32.5","40.1","24.8","8172",,,,,"180",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-03",,"0","15","7","0","0","0","4","0","0","30","0","0.2","1.35","66","4232","3.61","38.5","0.2","46.4","53.7","39.0","8598",,,,,"180",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-04",,"19","13","8","0","0","0","0","0","0","33","0","0.0","1.61","86","4601","8.05","47.2","0.0","53.3","61.7","44.9","11352",,,,,"45",,,,,,"33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-05",,"41","19","12","0","0","0","0","0","0","41","0","0.0","0.76","82","4795","4.50","40.4","0.0","59.4","67.1","51.8","10854",,,,,"45",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-06",,"295","14","8","0","0","0","0","0","4","58","0","0.0","1.85","95","4797","4.55","48.2","0.0","73.4","81.1","65.7","13050",,,,,"270",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-07",,"677","10","6","0","0","0","0","0","4","58","0","0.0","1.73","94","0","5.89","64.9","0.0","77.3","85.8","68.9","17844",,,,,"225",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-08",,"1069","8","3","0","0","0","0","0","6","59","0","0.0","2.49","98","0","3.09","57.8","0.0","77.6","85.4","69.8","14754",,,,,"315",,,,,,"27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-09",,"1237","6","5","0","0","0","0","0","4","47","0","0.0","1.62","96","32","2.75","59.9","0.0","69.5","78.2","60.8","13362",,,,,"45",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-10",,"1258","3","2","0","0","0","0","0","0","41","0","0.0","3.67","82","203","3.92","70.8","0.0","60.2","69.1","51.3","14694",,,,,"45",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-11",,"1259","9","5","0","0","0","2","0","0","30","0","0.0","0.48","77","706","1.82","61.0","0.0","48.3","55.4","41.1","10980",,,,,"270",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1973-12",,"1259","12","10","4","2","0","16","4","0","17","3","1.7","2.49","66","1512","9.98","47.9","2.8","39.0","45.5","32.5","8334",,,,,"45",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-01",,"0","11","8","16","3","0","20","11","0","6","6","4.3","1.05","66","2435","3.81","46.4","7.8","35.2","41.3","29.0","8340",,,,,"315",,,,,,"33.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-02",,"0","10","6","12","2","0","24","8","0","11","6","6.0","0.39","62","3368","1.49","55.9","9.4","31.7","38.7","24.7","10110",,,,,"293",,,,,,"28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-03",,"0","9","7","1","1","0","12","0","0","20","2","3.2","2.00","70","4079","5.76","42.8","3.2","42.0","50.1","34.0","9606",,,,,"315",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-04",,"18","12","7","0","0","0","2","0","0","28","0","0.3","1.38","89","4394","3.83","56.2","0.3","55.1","65.0","45.3","13536",,,,,"45",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-05",,"64","10","7","0","0","0","0","0","1","40","0","0.0","1.25","92","4565","4.30","56.6","0.0","60.9","69.4","52.4","15210",,,,,"315",,,,,,"25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-06",,"213","16","8","0","0","0","0","0","1","52","0","0.0","0.70","95","4594","3.30","53.7","0.0","69.0","76.9","61.1","14520",,,,,"45",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-07",,"591","6","4","0","0","0","0","0","10","59","0","0.0","0.54","95","1","1.33","65.4","0.0","77.2","86.4","67.9","18114",,,,,"68",,,,,,"17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-08",,"944","12","9","0","0","0","0","0","5","59","0","0.0","2.86","92","1","5.99","69.0","0.0","76.4","85.5","67.3","17718",,,,,"203",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-09",,"1055","12","9","0","0","0","0","0","0","43","0","0.0","3.26","88","62","8.06","57.9","0.0","66.7","74.6","58.7","12972",,,,,"315",,,,,,"17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-10",,"1056","5","3","0","0","0","3","0","0","31","0","0.0","2.15","77","401","2.59","61.9","0.0","54.1","62.5","45.7","12720",,,,,"315",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-11",,"1062","8","2","0","0","0","7","0","0","26","0","0.1","0.44","81","911","0.94","56.8","0.1","48.2","55.4","41.0","10170",,,,,"315",,,,,,"25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1974-12",,"1062","8","6","0","0","0","12","0","0","26","0","0.1","2.25","56","1706","6.33","26.5","0.1","39.3","44.1","34.6","4590",,,,,"68",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-01",,"0","14","9","2","1","0","16","4","0","15","1","1.3","0.80","63","2565","4.76","36.6","2.0","37.3","43.3","31.2","6606",,,,,"248",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-02",,"0","12","6","7","2","0","16","4","0","16","8","7.8","1.21","58","3383","3.33","45.9","10.6","35.8","41.7","29.9","8274",,,,,"315",,,,,,"23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-03",,"0","11","7","0","0","0","15","0","0","16","0","0.3","0.87","64","4155","3.32","45.8","0.3","40.1","47.9","32.4","10158",,,,,"338",,,,,,"29.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-04",,"0","7","4","0","0","0","6","0","0","27","0","0.0","1.02","74","4669","3.04","61.2","0.0","47.9","56.6","39.1","14634",,,,,"270",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-05",,"114","11","5","0","0","0","0","0","1","45","0","0.0","1.03","93","4759","3.38","55.1","0.0","65.8","75.2","56.4","14910",,,,,"68",,,,,,"19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-06",,"291","11","10","0","0","0","0","0","1","53","0","0.0","1.98","93","4771","7.58","42.7","0.0","70.5","78.3","62.6","11544",,,,,"360",,,,,,"17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-07",,"626","14","12","0","0","0","0","0","2","58","0","0.0","1.80","93","0","11.76","52.2","0.0","75.8","83.4","68.2","14490",,,,,"45",,,,,,"16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-08",,"919","12","7","0","0","0","0","0","4","57","0","0.0","0.94","98","3","3.05","66.8","0.0","74.4","82.4","66.3","17100",,,,,"45",,,,,,"15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-09",,"959","11","9","0","0","0","0","0","0","46","0","0.0","2.30","81","69","9.32","65.4","0.0","64.1","71.2","57.1","14790",,,,,"90",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-10",,"980","9","7","0","0","0","1","0","0","31","0","0.0","1.22","83","271","3.70","66.8","0.0","59.2","67.0","51.3","13824",,,,,"315",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-11",,"993","6","6","0","0","0","0","0","0","34","0","0.0","1.82","78","665","4.33","66.3","0.0","52.3","58.8","45.8","11922",,,,,"45",,,,,,"17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1975-12",,"993","12","7","3","1","0","21","4","0","16","2","1.8","1.66","61","1569","3.63","51.5","2.3","35.8","42.2","29.4","8922",,,,,"338",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-01",,"0","13","10","7","4","1","30","12","0","-1","2","1.9","1.94","56","2737","5.78","48.0","5.6","27.3","34.2","20.5","8598",,,,,"315",,,,,,"30.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-02",,"0","10","8","9","3","0","14","4","0","10","4","2.0","0.82","70","3466","3.13","66.0","5.0","39.9","48.6","31.1","12408",,,,,"315",,,,,,"25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-03",,"0","12","7","2","1","0","8","0","0","19","4","4.0","0.83","72","4105","2.99","68.8","4.4","44.4","52.0","36.8","15480",,,,,"315",,,,,,"25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-04",,"65","6","3","0","0","0","2","0","3","25","0","0.0","1.51","96","4469","2.81","80.7","0.0","55.0","64.8","45.2","19326",,,,,"315",,,,,,"23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-05",,"87","13","8","0","0","0","0","0","0","38","0","0.0","2.48","83","4641","4.78","60.3","0.0","60.2","69.6","50.7","16242",,,,,"315",,,,,,"21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-06",,"350","11","6","0","0","0","0","0","6","50","0","0.0","0.93","92","4660","2.78","57.5","0.0","73.1","81.9","64.4","15666",,,,,"315",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-07",,"655","10","5","0","0","0","0","0","2","58","0","0.0","0.54","90","0","1.43","58.4","0.0","74.8","83.3","66.3","16068",,,,,"315",,,,,,"17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-08",,"948","8","6","0","0","0","0","0","4","50","0","0.0","3.90","94","4","6.52","73.8","0.0","74.3","83.0","65.6","18804",,,,,"360",,,,,,"28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-09",,"1045","9","7","0","0","0","0","0","0","47","0","0.0","0.97","89","53","3.15","63.2","0.0","66.6","75.1","58.1","14280",,,,,"180",,,,,,"17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-10",,"1049","12","9","0","0","0","2","0","0","29","0","0.0","1.82","73","433","5.31","49.2","0.0","52.9","59.6","46.1","10092",,,,,"315",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-11",,"1049","2","1","0","0","0","11","1","0","17","0","0.0","0.32","61","1134","0.34","55.1","0.0","41.6","47.7","35.6","9408",,,,,"315",,,,,,"21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1976-12",,"1049","7","5","6","2","0","25","12","0","9","3","2.7","1.32","55","2222","2.29","60.1","5.1","29.9","36.7","23.1","10428",,,,,"315",,,,,,"28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-01",,"0","8","4","26","4","1","31","25","0","-2","6","5.0","1.24","44","3554","2.25","65.5","13.0","22.0","27.7","16.4","11820",,,,,"338",,,,,,"25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-02",,"0","8","4","14","3","0","17","8","0","8","4","2.8","1.69","58","4437","2.50","74.7","5.8","33.5","40.1","26.8","13380",,,,,"338",,,,,,"25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-03",,"2","7","6","0","0","0","7","0","0","24","0","0.6","3.44","81","5006","7.41","69.7","0.6","46.7","55.0","38.5","15546",,,,,"315",,,,,,"23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-04",,"24","7","5","0","0","0","3","0","1","25","0","0.0","1.20","90","5367","3.75","68.7","0.0","53.7","63.6","43.8","16440",,,,,"338",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-05",,"130","7","6","0","0","0","0","0","2","36","0","0.0","0.47","92","5473","1.71","74.4","0.0","65.0","75.1","54.9","19992",,,,,"338",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-06",,"314","10","8","0","0","0","0","0","0","50","0","0.0","1.68","88","5502","3.83","52.9","0.0","70.2","78.1","62.2","14316",,,,,"315",,,,,,"19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1977-07",,"748","7","4","0","0","0","0","0","11","58","0","0.0","0.69","104","0","1.60",,"0.0","79.0","88.2","69.8",,,,,,"203",,,,,,"17.0"
